cadvisor_version_info,node_name=kubernetes3,cadvisorRevision="",cadvisorVersion="",dockerVersion="1.13.1",kernelVersion="4.4.0-130-generic",osVersion="Ubuntu_16.04.3_LTS" value=1 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/polkitd.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=2 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/rc-local.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/rc-local.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/rc-local.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/rc-local.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/resolvconf.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/resolvconf.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/resolvconf.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/resolvconf.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/rsyslog.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=380 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/rsyslog.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=9 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/rsyslog.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=380 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/rsyslog.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=9 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/run-r27c33ede06b046779c6e9793b39aa5c4.scope",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=115 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/run-r27c33ede06b046779c6e9793b39aa5c4.scope",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/run-r27c33ede06b046779c6e9793b39aa5c4.scope",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=115 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/run-r27c33ede06b046779c6e9793b39aa5c4.scope",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/run-r3f525db668c849a9970b26568150f498.scope",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=113 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/run-r3f525db668c849a9970b26568150f498.scope",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/run-r3f525db668c849a9970b26568150f498.scope",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=113 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/run-r3f525db668c849a9970b26568150f498.scope",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/run-r9116a5e7ed2d45a885b57a63b686df60.scope",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=117 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/run-r9116a5e7ed2d45a885b57a63b686df60.scope",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/run-r9116a5e7ed2d45a885b57a63b686df60.scope",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=117 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/run-r9116a5e7ed2d45a885b57a63b686df60.scope",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/setvtrgb.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/setvtrgb.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/setvtrgb.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/setvtrgb.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/snapd.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=3528 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/snapd.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=73 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/snapd.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=3528 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/snapd.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=73 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ssh.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=1061 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ssh.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=21 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ssh.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=1061 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ssh.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=21 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/system-getty.slice",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=148 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/system-getty.slice",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=2 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/system-getty.slice",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=148 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/system-getty.slice",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=2 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=142 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=142 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/systemd-journal-flush.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/systemd-journal-flush.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/systemd-journal-flush.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/systemd-journal-flush.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/systemd-journald.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=3427 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/systemd-journald.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=7 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/systemd-journald.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=3427 1533123583734030008
